Genes,Clinical_Importance_level,Transmissibility_level,Mobility_level,Pathogenic_level,Clinial_Importance_score,Transmissbilitty_score,Mobility_score,Pathogenic_score,Final_Risk_score
oxa-359,Critically Important,Very Low,Very Low,Not Defined,28.4,3.05,3.5,0.0,34.95
oxa-363,Critically Important,Very Low,Not Defined,Very Low,28.4,3.05,0.0,3.5,34.95
oxa-500,Critically Important,Very Low,Not Defined,Very Low,28.4,3.05,0.0,3.5,34.95
oxa-506,Critically Important,Very Low,Not Defined,Very Low,28.4,3.05,0.0,3.5,34.95
oxa-565,Critically Important,Very Low,Not Defined,Very Low,28.4,3.05,0.0,3.5,34.95
oxa-644,Critically Important,Very Low,Not Defined,Very Low,28.4,3.05,0.0,3.5,34.95
oxa-661,Critically Important,Very Low,Not Defined,Very Low,28.4,3.05,0.0,3.5,34.95
oxa-668,Critically Important,Very Low,Not Defined,Very Low,28.4,3.05,0.0,3.5,34.95
oxa-815,Critically Important,Very Low,Not Defined,Very Low,28.4,3.05,0.0,3.5,34.95
oxa-816,Critically Important,Very Low,Not Defined,Very Low,28.4,3.05,0.0,3.5,34.95
oxa-817,Critically Important,Very Low,Not Defined,Very Low,28.4,3.05,0.0,3.5,34.95
oxa-818,Critically Important,Very Low,Not Defined,Very Low,28.4,3.05,0.0,3.5,34.95
oxa-899,Critically Important,Very Low,Not Defined,Very Low,28.4,3.05,0.0,3.5,34.95
oxa-915,Critically Important,Very Low,Not Defined,Very Low,28.4,3.05,0.0,3.5,34.95
oxa-919,Critically Important,Very Low,Not Defined,Very Low,28.4,3.05,0.0,3.5,34.95
per-6,Critically Important,Very Low,Not Defined,Very Low,28.4,3.05,0.0,3.5,34.95
pom-1,Critically Important,Very Low,Not Defined,Very Low,28.4,3.05,0.0,3.5,34.95
salb,Critically Important,Very Low,Not Defined,Very Low,28.4,3.05,0.0,3.5,34.95
salc,Critically Important,Very Low,Not Defined,Very Low,28.4,3.05,0.0,3.5,34.95
sale,Critically Important,Very Low,Not Defined,Very Low,28.4,3.05,0.0,3.5,34.95
cmy-34,Highly Important,Very Low,Very Low,Low,21.8,3.05,3.5,7.0,35.35
aac(1')-ia,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
aac(2')-ie,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
aac(3)-viiia,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
aac(3)-xa,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
aac(6')-ib-sk,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
aac(6')-ib11,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
aac(6')-isa,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
adc-12,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
adc-41,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
adc-43,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
adc-8,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
ant(3'')-ii-aac(6')-iid bifunctional protein,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
aph(3'')-ic,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
aph(3')-va,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
aph(3')-viiia,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
aph(6)-ia,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
aph(6)-ib,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
aqu-1,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
aqu-2,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
arl-2,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
arr-5,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
ast-1,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
baha,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
bat-1,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
bcl-1,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
blaf,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
carb-10,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
carb-11,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
carb-20,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
carb-21,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
carb-22,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
carb-23,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
cau-1,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
cbp-1,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
chlamydia trachomatis intrinsic mura conferring resistance to fosfomycin,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
chrb,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
clbc,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
cme-1,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
cpha2,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
cpha6,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
ctx-m-12,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
ctx-m-137,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
ctx-m-140,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
ctx-m-25,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
ctx-m-35,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
ctx-m-39,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
dha-10,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
dha-14,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
dha-16,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
dha-18,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
dha-4,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
dha-5,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
dha-9,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
edeq,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
erm(30),Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
erm(31),Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
erm(34),Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
erm(37),Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
erm(38),Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
erm(39),Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
erm(46),Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
erm(49),Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
erm(o)-lrm,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
ermo-srma,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
ermr,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
erms,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
ermu,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
ermv,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
erp-1,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
exo-1,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
far-1,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
fosc1,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
fox-14,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
gil-1,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
helicobacter pylori gyra conferring resistance to fluoroquinolones,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
helicobacter pylori gyrb conferring resistance to fluoroquinolones,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
helicobacter pylori pbp1 mutants conferring resistance to amoxicillin,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
helicobacter pylori pbp3 conferring resistance to amoxicillin,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
imis,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
imp-11,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
imp-17,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
imp-40,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
imp-64,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
imp-69,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
ind-2,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
iri,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
klebsiella pneumoniae pbp3 mutants conferring resistance to ceftazidime-avibactam,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
kpc-113,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
kpc-81,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
laribacter hongkongensis ampc beta-lactamase,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
len-15,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
len-17,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
len-2,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
len-22,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
len-25,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
len-51,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
lmb-1,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
mal-1,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
mcr-3.14,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
mcr-3.16,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
mcr-4.1,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
mecc,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
mecd,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
mfpa,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
mgta,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
mor-1,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
mphj,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
neisseria gonorrhoeae gyra conferring resistance to fluoroquinolones,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
neisseria gonorrhoeae mtrr with mutation conferring resistance,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
neisseria gonorrhoeae parc conferring resistance to fluoroquinolones,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
neisseria gonorrhoeae porin pib (por),Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
norb,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
och-3,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
och-4,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
okp-a-11,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
okp-a-12,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
okp-a-4,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
okp-b-2,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
okp-b-7,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
okp-b-8,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-12,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-136,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-151,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-152,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-153,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-154,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-155,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-156,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-157,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-162,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-255,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-258,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-265,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-273,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-275,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-304,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-358,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-362,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-443,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-444,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-446,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-453,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-466,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-489,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-493,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-518,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-535,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-54,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-578,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-579,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-580,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-581,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-583,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-584,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-586,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-588,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-591,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-594,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-595,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-597,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-603,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-605,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-609,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-610,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-611,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-613,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-614,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-615,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-617,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-619,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-62,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-631,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-637,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-638,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-639,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-724,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxa-784,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxa-910,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
oxy-1-2,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxy-2-1,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxy-2-4,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxy-2-7,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxy-4-1,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxy-6-1,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
oxy-6-2,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
per-11,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
per-16,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
qnrb18,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
qnrb39,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
qnrb47,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
qnrb60,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
qnrb61,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
qnrb64,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
qnrb65,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
qnrb70,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
qnrb71,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
qnrb75,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
qnrc,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
qnrd1,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
qnrd2,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
rcp-1,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
rgt1438,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
rub-1,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
salmonella enterica ramr mutants,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
shv-28,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
slb-1,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
sme-1,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
srmb,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
sst-1,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
streptococcus pneumoniae parc conferring resistance to fluoroquinolones,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
streptococcus pneumoniae pbp1a conferring resistance to amoxicillin,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
streptococcus pneumoniae pbp1x conferring resistance to amoxicillin,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
tem-18,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
tem-32,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
tem-92,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
vanj,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
vans gene in vano cluster,Critically Important,Not Defined,Very Low,Very Low,28.4,0.0,3.5,3.5,35.4
veb-17,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
veb-19,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
veb-6,Critically Important,Not Defined,Not Defined,Low,28.4,0.0,0.0,7.0,35.4
lmrb,Highly Important,Very Low,Low,Very Low,21.8,3.05,7.1,3.5,35.45
tet(56),Highly Important,Very Low,Low,Very Low,21.8,3.05,7.1,3.5,35.45
tetb(58),Highly Important,Very Low,Low,Very Low,21.8,3.05,7.1,3.5,35.45
vati,Highly Important,Very Low,Low,Very Low,21.8,3.05,7.1,3.5,35.45
acinetobacter baumannii ampc beta-lactamase,Critically Important,Not Defined,Low,Not Defined,28.4,0.0,7.1,0.0,35.5
act-29,Critically Important,Not Defined,Low,Not Defined,28.4,0.0,7.1,0.0,35.5
adc-2,Critically Important,Not Defined,Low,Not Defined,28.4,0.0,7.1,0.0,35.5
adc-3,Critically Important,Not Defined,Low,Not Defined,28.4,0.0,7.1,0.0,35.5
adc-4,Critically Important,Not Defined,Low,Not Defined,28.4,0.0,7.1,0.0,35.5
adc-68,Critically Important,Not Defined,Low,Not Defined,28.4,0.0,7.1,0.0,35.5
adc-7,Critically Important,Not Defined,Low,Not Defined,28.4,0.0,7.1,0.0,35.5
carb-19,Critically Important,Not Defined,Low,Not Defined,28.4,0.0,7.1,0.0,35.5
fox-7,Critically Important,Not Defined,Low,Not Defined,28.4,0.0,7.1,0.0,35.5
gob-12,Critically Important,Not Defined,Low,Not Defined,28.4,0.0,7.1,0.0,35.5
klebsiella pneumoniae acra,Critically Important,Not Defined,Low,Not Defined,28.4,0.0,7.1,0.0,35.5
